,hashtags,link,tweet,sentiment
336,"['#staysafestayhealthy', '#unlock1', '#followme']",https://twitter.com/Indradev_007/status/1269924968701231106,mumbai gt hospital covid ward no conditions of washroom no water staysafestayhealthy unlock followme,neutral
337,"['#unlock1', '#unlock2', '#covid19', '#coronavirusindia', '#mumbai', '#marinedrive', '#india', '#bombay', '#paperboy', '#paperboyapp', '#awarnessredefined']",https://twitter.com/PaperboyOnline/status/1269923826546008066,corona drive crowd at marine drive in unlock is proof we are not taking covid seriously read more about it on paperboyapp download now unlock unlock covid coronavirusindia mumbai marinedrive india bombay paperboy paperboyapp awarnessredefined,worry
338,"['#unlock2', '#mumbai', '#covid19', '#coronavirus', '#indiafightscoronavirus', '#unlock1']",https://twitter.com/akash_devgude/status/1269922552161300480,unlock mumbai covid coronavirus indiafightscoronavirus unlock everyone is exposed,neutral
339,"['#spiritofmumbai', '#rambharose1']",https://twitter.com/rupesh1729/status/1269920424655310849,mumbai is looking to go back to normal while corona is still out there and then it s called spiritofmumbai it s not unlock it s rambharose,worry
340,"['#missionbeginagain', '#unlock1', '#mumbai', '#thane']",https://twitter.com/LeoThomasekar/status/1269920225819889667,crowd at marine drive on sunday crowd today to get inside the bus with limited transport the st day itself led to chaos i don t know what will happen in next few days missionbeginagain unlock mumbai thane,worry
341,['#unlock1'],https://twitter.com/Manishkumbhar03/status/1269914419636523012,today i gota diffrent reply saying its functional in pune but mumbai its still not resumed what should i doo go to pune for all the way to repair my device how much patience i should have to get my device repair this is the first day for unlock,happiness
342,"['#corona', '#unlock1']",https://twitter.com/imlahoti/status/1269914329652105216,what is this complete chaos in mumbai local trains are not started but people are forced to come to office govt should either start the entire city or impose strict rules dont keep fellow citizens hanging in middle corona unlock,sadness
343,"['#mumbai', '#unlock1', '#unlockingindia']",https://twitter.com/knownaskarkera/status/1269913852633726977,now that best buses have started their services in mumbai heres a look at whats happening in the city fewer people following social distancing more lives at risk unlock unlockingindia,neutral
344,"['#throwback', '#traditionalwear', '#photoshoot', '#mondaythoughts', '#mondaymotivation', '#unlock1', '#fashionworld', '#fashionista', '#model', '#beauty', '#beautyqueens', '#beautyblogger', '#thane', '#mumbai', '#mumbaifashion', '#desigirl']",https://twitter.com/fashionistanik1/status/1269912673329639425,throwback traditionalwear photoshoot mondaythoughts mondaymotivation unlock fashionworld fashionista model beauty beautyqueens beautyblogger thane mumbai mumbaifashion desigirl,happiness
345,"['#mumbai', '#bestbuses']",https://twitter.com/mumbaitak/status/1269912332970442752,unlock mumbai best buses watch full story mumbai bestbuses,neutral
346,"['#unlock1', '#unlock1ishere', '#postcovid19', '#postcovid', '#gettingback', '#adfilms', '#productionhouse', '#tvcommercials', '#mumbai']",https://twitter.com/samirtewari/status/1269911877871521792,and we are back is now open again send us your scripts lets chat on how to make those projects happen or just call and lets chat about the future unlock unlock ishere postcovid postcovid gettingback adfilms productionhouse tvcommercials mumbai,worry
347,"['#traffic', '#mumbai', '#unlock1', '#covid19', '#healthcare']",https://twitter.com/Deb_Rc03/status/1269911146129059840,massive traffic jam observed on mumbai roads this is on st day of rd phase of unlock request to reverse its decision for opening private offices with staff lets first concentrate on covid and healthcare infra,sadness
348,"['#lockdown', '#unlock1', '#coronavirus', '#mumbai']",https://twitter.com/indiansighthub/status/1269910928348393472,people forgot that lockdown was unlock to focus on economy not to freely visit anywhere and do shopping coronavirus has effected worst in mumbai,neutral
349,"['#corona', '#unlock', '#unlock1', '#workfromhome', '#lockdown', '#india', '#shoopy', '#indiafightscorona', '#accounting', '#invoice', '#onlineshop', '#smallbusiness', '#shoopyapp', '#free', '#smallbusiness', '#supports', '#unlocking', '#chennai', '#banglore', '#hyderabad', '#mumbai', '#noida']",https://twitter.com/shoopyin/status/1269908789391765506,ndia unlock with strict rules and measures corona unlock unlock workfromhome lockdown india shoopy indiafightscorona accounting invoice onlineshop smallbusiness shoopyapp free smallbusiness supports unlocking chennai banglore hyderabad mumbai noida,neutral
350,"['#temples', '#mosque', '#church', '#gurudwara', '#hospitals', '#schools', '#delhi', '#mumbai', '#unlock1']",https://twitter.com/brijeshyadav/status/1269908461288140801,peoples who r suffering finding difficult to get beds in hospitals they may try to reach their religious places temples mosque church gurudwara etc they r opened by govt as our priority was always this never hospitals schools delhi mumbai unlock,worry
351,['#unlock1'],https://twitter.com/drkarekar/status/1269907706820902912,what did you do in days of lockdown if this is the arrangement of unlock new cases will rise exponentially we will have to again lockdown mumbai for months,neutral
352,"['#cmofmaharashtra', '#mumbaipolice', '#unlock1', '#staysafe']",https://twitter.com/uttampa18328157/status/1269904015258763264,who are responsible for this they are not following a social distancing this is happening all over the mumbai government should take strict action on this cmofmaharashtra mumbaipolice unlock staysafe t,worry
353,"['#covid_19india', '#mumbai', '#socialdistancing', '#unlock1']",https://twitter.com/MonilDalal/status/1269903621019193344,government has started the economy but citizens aren t realizing that social distancing should be followed otherwise living with corona are just words which will be spoken until unless there is some vaccine or a medicine covid india mumbai socialdistancing unlock,happiness
354,"['#coronapandemic', '#mumbai', '#mumbaikars', '#mumbailockdown', '#unlock1']",https://twitter.com/NBhalwankar/status/1269896786249805824,another shocker how can the coronapandemic get controlled in mumbai if such things start happening frequently when will we mumbaikars learn mumbailockdown unlock,sadness
355,"['#mumbai', '#monday', '#mondayblues', '#mondaymotivation', '#unlock1', '#india', '#birds', '#gopro']",https://twitter.com/ompsyram/status/1269896580909457408,the new normal mumbai monday mondayblues mondaymotivation unlock india birds gopro at taj mahal palace tower,neutral
356,"['#unlock1', '#covid19india']",https://twitter.com/ScribeUpma/status/1269895296538095617,mumbai on work mode unlock covid india,neutral
357,"['#mumbai', '#corporate', '#security', '#mumbailockdown', '#mumbaitraffic', '#bestbus', '#cmomaharashtra', '#udhavthackeray', '#adityathackeray', '#pmmodi', '#pmofindia', '#bmc', '#unlock1']",https://twitter.com/pareshoswal70/status/1269894874989563910,is our mumbai safe the real mumbai start no social distance no mask on face god bless best driver and conductor god bless corporate security mumbailockdown mumbaitraffic bestbus cmomaharashtra udhavthackeray adityathackeray pmmodi pmofindia bmc unlock,joy
