,emotion,tweet
2321,joy, PiyushGoyal  IRCTCofficial  IndianRailMedia Kindly run special train for patna from Raipur   South Bihar express  and make necessary arrangement for stopage  of special train HOWRAH MUMBAI at TATANAGAR  There is no means to connect these two states  Unlock1
2322,sadness,Lockdown Drive        EveningWalk       Unlock1  BeginAgain   mumbai  mumbai_in_clicks  mumbaibizarre  mumbai_ig  mumbaiscenes  instamumbai  maximumcity  streetphotography  mobilephotography  cellphonephotography   https   www instagram com p CCAyxJHgjvr  igshid veoa83ga9giy  
2323,sadness,Lockdown Drive        EveningWalk       Unlock1  BeginAgain   mumbai  mumbai_in_clicks  mumbaibizarre  mumbai_ig  mumbaiscenes  instamumbai  maximumcity  streetphotography  mobilephotography  cellphonephotography   https   www instagram com p CCAyW2yAaio  igshid 1jcqc8qlo9vxl  
2324,sadness,Lockdown Drive        EveningWalk       Unlock1  BeginAgain   mumbai  mumbai_in_clicks  mumbaibizarre  mumbai_ig  mumbaiscenes  instamumbai  maximumcity  streetphotography  mobilephotography  cellphonephotography   https   www instagram com p CCAx9jDATdH  igshid r5csi3s7m3f9  
2325,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   29th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  beginagain  safety pic twitter com nDGK0OvB68
2326,anger,Is it allowed to travel from Mumbai to Pune  Mumbai Pune exp way   Do we have to take pass for travel   Mumbai  Pune  Thane  Unlock1
2327,disgust,As  Mumbai  local  suburban  railway gets more services from June 29 for  essential  services staff   Central  Government employees  Income Tax   GST  Customs and  Postal department staff will also be allowed to travel  Unlock1  MissionBeginAgain pic twitter com IcU8bCXMVQ
2328,joy, IndiaFightsCorona  Corona_V_S_Insaniyat  Covid19  Lockdown  unlock1  RotiBank  FreeFoodDistribution  KapdiyaNgar  Kurla  Mumbai70  PmoIndia  CMOMaharashtra  MumbaiPolice  MumbaiBMC  NGO  MumbaiNGO  CharityCommission  WHO  UN  Mumbai  NitiAayog  JBCharitableTrust  SalauddinAnsari pic twitter com q9s7atln7K
2329,joy,Juhu beach before and after in lockdown   ViralVideo shows crowds gathered in large numbers defying  SocialDistancing   amitsurg  JuhuBeach  Mumbai  Unlock1  https   www latestly com social viral before and after pics and videos of juhu beach in mumbai during the lockdown and after unlock 1 0 show why we need to take social distancing seriously 1852602 html  
2330,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   28th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com AiEboVlNfR
2331,disgust,मह र ष ट र  म  बईत क शकर तन लय  आण  सल न आजप स न स र    ह य   न यम  च  कर व  ल गण र प लन  https   marathi latestly com maharashtra barber shops salons reopen in mumbai 146973 html    barbershop  Salonreopen  Unlock1  Mumbai  Maharashtra  MaharashtraFightsCorona
2332,disgust, NewsAlert    Maharashtra CM  uddhavThackeray to address the state at 1 30 p m  today to give clarity on status of  Lockdown in the state after June 30    MaharashtraFightsCorona  Mumbai  mumbailockdown  Unlock1  pic twitter com kc6w1BIuSJ
2333,joy,The city maybe in unlock mode but some still feel the pinch of the lockdown  From the streets of  Bandra     Mumbai  lightroom  blackandwhite  blackandwhitephotography  streetphotography  streetsofmumbai  Unlock1  COVID19India  photography pic twitter com cLnslGGLn5
2334,disgust, http   www woodbonds com  Exclusive Leatherette BOSS Chair Limited Period Offer  bosschair  feellikeboss  limited period offer  unlock1 0  officechairs   म  बई  Mumbai  https   www instagram com p CB8zNj2hGku  igshid n3rwxq37owxb  
2335,disgust,Video of a queue outside  Zara store in  Mumbai s fort region is going viral  Netizens not impressed with people flouting  SocialDistancing   Unlock1  ViralVideo https   www latestly com social viral video claiming queue outside zara shop in mumbai goes viral netizens mock stupidity of the people for flouting social distancing protocols 1851226 html  
2336,joy,Is it legit news that gyms will be opening from Sundays along with salons in mumbai  Unlock1  Lockdown4
2337,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   27th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com xj7O0zT7Jx
2338,joy,B A D A L  important ह  babu       Mumbai  MumbaiCity  Unlock1    Quote by    Mr  Zakir Khan      Loooked up at the sky and it was simply beautiful and I had to share it  A photo like this has no business sitting   https   www instagram com p CB7LujclRp9  igshid 100o81e8tf1xb  
2339,joy,And thus we have crossed 5 lacs with the Highest Number of cases recorded   Maharashtra with 5024 cases today totalling to 152765  Mumbai with 1297 n Pune 1026 new cases    lockdown followed by  Unlock1  wht measures are we aking n following     IndiaFightsCorona  COVID19 pic twitter com xnzXuSKMVd
2340,sadness,Mumbai  coronavirus updates  26 06 2020 with percentages   MissionBeginAgain  Unlock1    868  Suspected Positive   1297 Total positive patients    44 deaths     593 discharged today    4177 deaths in the city since 25 01 2020   Death   5 78 Recovery   54 98 Active   39 24
2341,joy, CMOMaharashtra  OfficeofUT  rajeshtope11  NMMCCommr  sanjayips89  AnilDeshmukhNCP  Sir  Navi Mumbai me atleast unlock1 ka system rahne dijiye  Full unlock mat   Log ko time par cheez mil bhi raha aur aaram bhi  Fir kyun unsafe hona hai   Saloon to waise bhi dettol use karta tha 
2342,sadness,Mumbai  coronavirus updates  26 06 2020 with percentages   MissionBeginAgain  Unlock1    868  Suspected Positive   1297 Total positive patients    44 deaths     593 discharged today    4177 deaths in the city since 25 01 2020   Death   5 78 Recovery   54 98 Active   39 24  pic twitter com WN6TyZbXJr
2343,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   26th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com Ueo3le4yDw
2344,joy,Shades of the sky in Mumbai  Andheri   Lokhandwala_Bom  Eclipse2020  BeingHumanSalmanKhan  COVID19  lockdownindia  Unlock1  pic twitter com X4Y6c0mb9C
2345,sadness,Mumbai  coronavirus updates  25 06 2020 with percentages   MissionBeginAgain  Unlock1    790  Suspected Positive   1365 Total positive patients    58 deaths     2141 discharged today    4060 deaths in the city since 25 01 2020   Death   5 72 Recovery   55 15 Active   39 13  pic twitter com vyXwekN2WL
2346,joy, Unlock1  Maharashtra to open  gyms   saloon within a week  SOP will be issued soon   No decision on religious gathering yet    pune  Mumbai  https   www cnbctv18 com india unlock in progress salons to open in maharashtra from june 28 says minister 6206501 htm  
2347,joy,JUST IN  Salons to open from June 28 only for haircuts        News of the quarter  Guess who s booking an appointment RIGHT AWAY      coronavirus  Mumbai  Unlock1  unlock2
2348,joy,Today  SachinKalbag explains to me why petrol and diesel prices are at a 2 year high   only on  RadioNashaIndia  BounceBack  Unlock1  Mumbai  Maharashtra  Covid19  RjRohini  SachinKalbag  RadioNasha  https   m facebook com story php story_fbid 10164098326690227 id 589710226    Listen  podcast
2349,sadness,Mumbai  coronavirus updates  24 06 2020  MissionBeginAgain  Unlock1    847  Suspected Positive   1144 Total positive patients    38 deaths     2434 discharged today    3962 deaths in the city since 25 01 2020  pic twitter com TJauGXct69
2350,joy, Unlock1  NewNormal  BAU Our Centre Heads have been at the forefront of ensuring that our teams come back to work in a safe environment that puts their health first  In Navi Mumbai  our Centre Head Mr Vikas Talikoti put in place numerous new normal measures   pic twitter com jSVEL4vaIP
2351,joy, BSYBJP  CMofKarnataka  We cannotbecome another Mumbai Lessons learnt from Unlock1 Interstate travel will overwhelm us Vhave given enough opportunity for people to go come back from to wherever they want  The whole purpose of quarantine is immobilization to prevent viral spread 
2352,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   24th June 2020    MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  ParbhaniInfo  StayHomeStaySafeSaveLives  COVID19India  unlockindia  BeginAgain pic twitter com oyOAqmSaPu
2353,joy, Maha_MEDD A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   24th June 2020    MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com ZkaaeOJLXo
2354,sadness,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   24th June 2020    MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia  BeginAgain pic twitter com 3bXAFRqqAZ
2355,joy, UnLock1  Mumbai    Mumbadevi Temple in Mumbai  India   https   www swarmapp com c apDLo9LWHCp 
2356,sadness,Mumbai  coronavirus updates  23 06 2020  MissionBeginAgain  Unlock1    828  Suspected Positive   846 Total positive patients    42 deaths     457 discharged today    3842  deaths in the city since 25 01 2020  pic twitter com TulikVV6q6
2357,sadness,Anti China Sentiment Nudge Demand For Home grown Products    http   excess2sell com    Magz Mumbai  http   www magzmumbai com anti china sentiment nudge demand for home grown products excess2sell com   XvG5_x0haG4 twitter    B2BMarketplace  B2B  ExcessInventory  Unlock1 0  Excess2sell
2358,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   23rd June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  BeginAgain pic twitter com Ongx5jNvsj
2359,sadness,Mumbai  coronavirus updates  22 06 2020  MissionBeginAgain  Unlock1    863  Suspected Positive   1128 Total positive patients    20 deaths     628 discharged today    3735  deaths in the city since 25 01 2020  pic twitter com O0rRi13x6X
2360,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   22nd June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  BeginAgain pic twitter com ykpFD1jjYP
2361,joy,21st June Solar Eclipse at various times  Still recovering from the  COVID19 lockdown  I shot the image from Home    SolarEclipse2020  solareclipse  Mumbai  india  21stJuneSolarEclipseDosAndDonts  21stJune2020  photography  Unlock1  Covid_19 pic twitter com e7MwuUhkCS
2362,joy,So  COVIDー19 no longer has to attack  it s welcomed by those who suddenly feel it s cool to be out    Mumbai  Tahnee Heights  Napean Sea Rd   has 19 cases  South Mumbai highrises are new hotspots after  Unlock1 Ditto  Delhi  Pune  We ve unlocked the virus  folks   SundayThoughts
2363,sadness,Mumbai  coronavirus updates  21 06 2020  MissionBeginAgain  Unlock1    867  Suspected Positive   1242 Total positive patients    41 deaths     624 discharged today    3669  deaths in the city since 25 01 2020  pic twitter com RWSt17Jgbk
2364,joy, SecySanjay my friend s mother is in Mumbai on her last stage of life and my friend is in Dubai   what s the best possible way for him to reach Mumbai so that he can spend last few moments with his mom here   Mumbai  Airport  flights  Unlock1  Maharashtra  Urgent  coronavirus
2365,joy,my friend s mother is in Mumbai on her last stage of life and my friend is in Dubai   what s the best possible way for him to reach Mumbai so that he can spend last few moments with his mom here   Mumbai  Airport  flights  Unlock1  Emergency  Maharashtra  Urgent  coronavirus
2366,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   21st June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com t3sGoUOvoo
2367,disgust, SaurabhSis I tried to do the same   http   covid19 mhpolice in    this site directs to  http   mumbaipolice co in  once selected Mumbai City from the drop down list  Please guide me  I have also attached 2 screenshots   COVID19  MumbaiPolice  pune  mumbai  travel  epass  Unlock1  https   twitter com SaurabhSis status 1274379819275284480   pic twitter com IVGtDfOLBx
2368,sadness,Mumbai  coronavirus updates  20 06 2020  MissionBeginAgain  Unlock1    801  Suspected Positive   1197 Total positive patients    136  deaths     610 discharged today    3559  deaths in the city since 25 01 2020    includes 75 deaths bwn 16 to 19th  pic twitter com itugsTDyJ3
2369,joy,A message from Marine Drive  mumbai  Unlock1  pic twitter com jvsA3OuVP3
2370,sadness, Replug   More than 60 000  MigrantWorkers return to  Mumbai  but this time  they are laying down the rules at least partly   Migrants  MigrantCrisis  Unlock1  OfficeofUT https   mumbaimirror indiatimes com mumbai other migrant workers begin to return on their terms articleshow 76475233 cms  
2371,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   20th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com suqeDvHJCT
2372,joy,One of the best Circuits For Riders and travelr Near Mumbai and Pune who are looking for one day Travel Plans   https   youtu be aGdBVB3KMXo   Pune  Mumbai  rider  TravelVibes  adventure  Unlock1
2373,sadness,60 000 odd  MigrantWorkers have come back to  Mumbai Metropolitan Region and 15 000 others to the rest of the state over the past week as  economic activities resumed   Unlock1  lockdown  CoronaLockdown  https   mumbaimirror indiatimes com mumbai other migrant workers begin to return on their terms articleshow 76475233 cms  
2374,disgust,Recovery rate of  Mumbai 50   This is the worrying after almost 3 months in lockdown  it should have been around 70 80   Worrying is thought of repercussions post  Unlock1  CoronaVirusMumbai  COVID19Mumbai  Mumbai  https   twitter com richapintoTOI status 1274026050847195136  
2375,sadness,Work from home was hard for India and many dreams got broken and people got Fired Read more  India  Workfrom  workingfromhome  LockdownLevel3  Pune  Mumbai  Unlock1  industrial https   www tecresolved com 2020 06 work from home in india challenges html  
2376,sadness,Mumbai  coronavirus updates  19 06 2020  MissionBeginAgain  Unlock1    791  Suspected Positive   1269 Total positive patients    114  deaths     401 discharged today    3423  deaths in the city since 25 01 2020    includes 55 deaths bwn 16 to 18th  pic twitter com DIYJalM1uj
2377,sadness,The  lockdown was a good pause for all of us but this  unlock1 is proof that we all have missed working  Our office desks  The entire setup of the old normal  But let s promise ourselves to function in a way that we don t have to see this phase again    Binaryic  Mumbai  Mulund pic twitter com 1tfhQRqLxk
2378,joy,In Mumbai  the daily figures given by authorities is disturbing  From almost a month  increase in cases is approx 1000 to 1500 nos everyday and no of death is also ranging between 50 to 90  The nos have not changed drastically post unlock1 0  What should be understood 
2379,disgust, BulbbulTrailer  अन ष क  शर म च य   ब लब ल  स न म च  थरक प उडवण र  ट र लर प ह ल त क     https   www lokshahinews com produced by anushka sharma upcoming netflix movie bulbbuls trailer is out and it indeed give you all the creeps     Bulbbul  coronawarrior  lockdown5  unlock1  policeservice  lokshahinews  lokshahi  lokshahimarathi  mumbai  uddhavthackeray  narendramodi
2380,joy,Timelapse of cloud movement form Mumbai  shorter version  photography  timelapse  Mumbai  MumbaiRains  Maharashtra  Unlock1  homeproject  SocialDistancing  art pic twitter com LrlJWV2FKg
2381,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   19th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com YCNtbVLyZe
2382,joy,chennai in complete lockdown from today until month end  Mumbai unlock1 isnt it mam 
2383,joy,Meanwhile in India    Unlock2  Unlock1  Lockdown  India  COVID19India  coronavirus  Mumbai  Maharashtra  world pic twitter com LA45zs2QUW
2384,sadness,Delhites   Our condition is extremely bad and we are responsible of it because we elected this govt   Mumbaikar   Our condition is even worse because we hadn t even elected this govt   COVID19India  Mumbai  delhi  coronavirus  Unlock1
2385,joy,Photo  Vinamra Anil Acharekar   Lockdown  unlock1 1  India  Mumbai  local  Lifeline Mumbai local trains resume services for essential service workers  photo Vinamra Acharekar   pic twitter com oS3D2EUSrP
2386,joy,Photo  Vinamra Anil Acharekar   Lockdown  unlock1 1  India  Mumbai  local  Lifeline Mumbai local trains resume services for essential service workers  photo Vinamra Acharekar   pic twitter com YExGJEIFeJ
2387,sadness,Mumbai  coronavirus updates  18 06 2020  MissionBeginAgain  Unlock1    817  Suspected Positive   1298 Total positive patients    67 deaths     518 discharged today    3309  deaths in the city since 25 01 2020  pic twitter com xkJCglJyCL
2388,joy,VLOG 2   Unlocking Corona   Dombivli to Mumbai   Watc It_Productions   M     https   youtu be VYSH8vAQunc  via  YouTube  new  vlog about things that matter us in  coronapandemic    enjoy the  long  drive with  us   share your comments in the comments section  in  youtube     unlock1
2389,joy,मह र ष ट र म   हर द न व पस आ रह  ह  15 हज र स  भ  ज य द  प रव स  मजद र   Mumbai  MigrantsOnTheRoad  Unlock1  https   mumlive co xxdVX6W 
2390,joy,1st Day To Office in 88 days of LOCKDOWN   MUMBAI  https   youtu be MRvgzti34CE  via  YouTube  Unlock1  lockdownextension  unlock  UnlockThePotential  vlog  vlogging
2391,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   18th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com ThPCbPoOTn
2392,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   18th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com Q62OPA7e03
2393,sadness,On your  Atmanirbhar journey    Accutime is with you        Fastest  connectivity between  Mumbai    Kolkata  VocalForLocal    Unlock1 0  lessthantruckload  ltl  ftl fulltruckload  logistics  transportation  bhiwandi  pune  vasai  vapi pic twitter com 1PmmYwwuzL
2394,sadness,Mumbai  coronavirus updates  17 06 2020  MissionBeginAgain  Unlock1    716  Suspected Positive   1359 Total positive patients    77 deaths     298 discharged today    3242  deaths in the city since 25 01 2020   Tests till 16 June 2 69 608  pic twitter com fiR9dajD7Q
2395,sadness,Seeing the current  COVID19India situation and talking abt  unlock2  in  Mumbai is surprising  New cases have not stopped  No other city wld have dreamed to even  Unlock1 in current situation Mumbai shd have been last in Country to open up   OfficeofUT  PMOIndia  narendramodi_in
2396,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   17th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com uRrmiUoiPv
2397,sadness, I think probably us young people in the office have already contact the virus but are asymptomatic   said a friend who has been working out of her research lab since March   unlock1  Mumbai
2398,disgust, MissionBeginAgain  Mumbai  Crowds surge on Day 2 of  Unlock1 should government stagger timings  As Tuesday saw long queues at train stations  experts tell state to consider varied office hours   https   m mid day com amp articles mumbai crowds surge on day 2 of unlock 10 should government stagger timings 22843292 click  https   t co SCAf5otXzv   pic twitter com mZVXDkF6Qj
2399,joy,Ayee Machiiiiyeee       heard that call first time today  Felt like life is limping back   but these daily calls are now like strange when silence has become a norm  LOCKDOWNDIARIES  Unlock1  Mumbai  seafood
2400,sadness,I feel people from other states are getting back to Mumbai after  Unlock1   Pls ensure to follow protocol so that it doesn t spread again    rajeshtope11
2401,joy, OfficeofUT  why does the BMC not seal the society when there is a positive case found  Why is this levy given when the number of cases are very high now in mumbai     Covid_19  COVID19  COVID19Mumbai  UdhavThackeray  Unlock1  LockdownFailed  Maharashtra  WakeUp  mybmc
2402,joy, OfficeofUT how many  Covid_19 tests are done on a daily basis in Mumbai  Thane  Kalyan  Dombivli  Ambarnath  Badlapur  Vasai  Virar  Navi Mumbai    Why is there unlock when there are less number beds hospital facilities  COVID19Mumbai  UdhavThackeray  Unlock1  LockdownFailed
2403,sadness,Mumbai  coronavirus updates  16 06 2020  MissionBeginAgain  Unlock1    772  Suspected Positive   941 Total positive patients    55 deaths     915 discharged today    3165   deaths in the city since 25 01 2020    Includes 862 deaths added  Tests till 15 June 2 64 580  pic twitter com aii1FqUs1d
2404,joy,The city of dreams slowly is coming back to life after a hiatus like never before  Slowly but surely  we shall experience Mumbai in all its former  characteristic glory  Here s saluting the patience of the people  the true lifeline of Mumbai   Mumbai  Unlock1  pic twitter com 8dh7EXey4l
2405,joy,With newspaper distribution in Mumbai slowly coming back to normal  how soon would you restart your physical copy subscription   Newspaper  mumbai  covid19  lockdown  Unlock1  mumbainews  media
2406,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   16th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com wrMQl64518
2407,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   16th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com DpVyaM67QP
2408,joy,Appreciating our  AnybodyCanHelp  Volunteers for tireless efforts during last two months in ensuring food to the needy during Covid 19 lockdown  Distribution on rainy day of 16th June at Kamathipura  Mumbai  foodaid  CoronaWarriors  Unlock1  IndiaFightsCorona  IndiaFightsCOVID19 pic twitter com BipxziOtRC
2409,joy,It s amazing how everyone gets away with trash like this   Cheers Mumbai    mybmc  mybmcSWM  RoadsOfMumbai  lockdown  Unlock1  unlockingindia  mumbai  COVID19India pic twitter com gkd5ES2l9y   at Anglo Eastern Ship Management
2410,sadness,100 flying dragons have been let out of the prison  as the blood hounds were confused that who are the essential service people      Lets see what these dragons have for us which the Mumbai airport will handle from today   Unlock1
2411,disgust,Nearly 52  of Kolkata residents favour total lockdown for another month  says survey  Delhi  Chennai   Mumbai residents have also asked for a complete shutdown  Kolkata  lockdownextension  Unlock1  IndiaFightsCoronavirus https   bulletinhours com nearly 52 of kolkata residents favour total lockdown for another month says survey  
2412,disgust,Unlock1 0  অবশ ষ  এই র জ য  শ র  স ধ রণ ব ম ন পর ষ ব  Mumbai Could Soon See An Increase In Flight Operations   coronavirus latest news  https   newsparho in 2020 06 15 unlock1 0  e0 a6 85 e0 a6 ac e0 a6 b6 e0 a7 87 e0 a6 b7 e0 a7 87  e0 a6 8f e0 a6 87  e0 a6 b0 e0 a6 be e0 a6 9c e0 a7 8d e0 a6 af e0 a7 87  e0 a6 b6 e0 a7 81 e0 a6 b0 e0 a7 81  e0 a6 b8 e0 a6 be   
2413,disgust,Mukesh Ambani Will Now Have An Agreement With Netflix    https   indiabusinessstory com mukesh ambani will now have an agreement with netflix     MukeshAmbani  India  Company  Coronavirus  Lockdown  Unlock1  AgreementWithNetflix  DigitalContentBusiness  PmModi  Economy  Tax  Congress  BJP  AmitShah  Mumbai  OTTService  JIO  NetflixSubscriber pic twitter com 5rNre4fjIK
2414,sadness,Mumbai  coronavirus updates  15 06 2020  MissionBeginAgain  Unlock1    709  Suspected Positive   1066 Total positive patients    58 deaths     3139 discharged today    2248  deaths in the city since 25 01 2020  Tests till 14 June 2 61 210  pic twitter com JA7g8eYswv
2415,disgust,    Mumbai  Covid_19  Maharashtra  Unlock1  WE  RoadsOfMumbai https   twitter com JayKhuthia status 1272531230513262592  
2416,anger,Mumbai trying to get back on its feet    And so is the Traffic    RoadsOfMumbai  mumbaitraffic  Unlock1  pic twitter com Wur338NQFI
2417,disgust, JUSTIN Starting June 16   CSMIA_Official will cater to a total of 100 domestic commercial  passenger flight movements which includes 50 departures and 50 arrivals  THMumbai  domesticflights  Unlock1  Mumbai
2418,disgust,Starting June 16   CSMIA_Official will cater to a total of 100 domestic commercial  passenger flight movements which includes 50 departures and 50 arrivals  THMumbai  domesticflights  Unlock1  Mumbai
2419,anger,Traffic on Eastern express near sion   Unlock1 is going to be miserable for mumbai   mybmc  MumbaiPolice  CMOMaharashtra  coronavirus pic twitter com 10ii29CDBa
2420,sadness,Mumbai Local trains services are resumed from Monday  today  15th June 2020  The mumbai local trains were stopped in the month of march and after a long pandemic services are resumed with many does and don t     StayHomeStaySafe  Unlock1  pic twitter com MnMiZQMsO4
2421,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   15th June 2020    parbhanifightscorona  CoronavirusIndia  MaharashtraFightsCorona  MedicalMaharashtra  coronaupdatesindia  UnlockingIndia  Unlock1  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com 9EXnAcXdme
2422,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in Maharashtra   15th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  unlockindia pic twitter com 3iHJWFi1sT
2423,sadness, Maharashtra   Local trains restart in  Mumbai  here s all you need to know    coronavirus  Unlock1  https   bit ly 2C8nKyO 
2424,joy,A map prepared by CSIR NEERI  Mumbai showing  COVIDー19 cases in India   15th June 2020    coronavirus  MaharashtraFightsCorona  MedicalMaharashtra  MEDD  coronaupdatesindia  UnlockingIndia  Unlock1  MumbaiFightsCovid19  StayHomeStaySafeSaveLives  COVID19India  UnlockIndia pic twitter com o19aDHmxse
2425,joy,Mumbai local trains start from today for people in essential services   mumbai news   Hindustan Times    https   www hindustantimes com india news mumbai local trains start from today for people in essential services story fW5hPIOEjoSdbUcTbYCl8O html    mumbai  doctors  policeworkers  india  COVID19  lockdown  essential  Maharashtra  Unlock1  IndiaFightsCOVID19  CoronaUpdatesInIndia  IndiaFightsCorona pic twitter com vK3edM9IeT
2426,disgust,স র  দ শ র প শ প শ  ট র ন চ ল  হওয  র অপ ক ষ য  রয  ছ  ব  ল ও     Mumbailocals  Mumbai  Unlock1  COVID19India  coronavirus  RealNews  WestBengal  MamataOfficial  EiSamay https   eisamay indiatimes com nation mumbai local trains resume services after nearly two months strict guidelines for passengers here articleshow 76381555 cms  
2427,sadness,Do you think there should be a  lockdown again to mitigate the  COVID19India situation     depression  2020worstyear  MondayMotivation  Covid_19india  India  PMModi  Poll  polls  pandemic  CoronavirusIndia  economy  Unlock1  SocialDistancing  PMCaresFund  Maharashtra  Mumbai  PMC
2428,disgust,अनल क ह ई म  बई क  ल इफल इन   86 द न ब द ल कल ट र न स व  श र   1200 क  क षमत  व ल  ड ब ब  म   700 ल ग ह  ब ठ  ग   स र फ जर र  स व ओ  स  ज ड   ल ग   क  य त र  क  अन मत   https   www bhaskar com local maharashtra news local train service started again in mumbai with major changes in rules only people connected with essential services are allowed to travel 127411888 html    Unlock1  Mumbai  AnilDeshmukhNCP  OfficeofUT
2429,joy,Many Bank employees are not allowed to use Mumbai local Essential service  Please Clarify  PiyushGoyal  OfficeofUT  Unlock1  BeginAgain
