tweet,emotion
#Unlock1 See who decides to take a bus ride along with other passengers in #Kolkata. Some #monkey business this! @susantananda3 @SudhaRamenIFS @drqayumiitk @ParveenKaswan @rameshpandeyifs pic.twitter.com/sYPzIv3Mvt,joy
@narendramodi please sir my name is lal mohan chakraborty my city kolkata howrah aap na howrah ka lockdown kohl diya iss Liya bohot Sara admi gadering Kar raha hai iha per koi bhi insan thik kar ka unlock1 palan nai kar raha hai iha per kuch jaga per aisa vir kar raha please kuch,joy
"In the Sky - #LocustAttack
On the Ground - #COVID19
Underground - #earthquake
In the Sea - #Cyclone

But @Arogyasetu shows:-
You are Safe!
#Unlock1 #COVID19India #coronavirus #kolkata #Mumbai #Gujarat",joy
"#Sudden & #spontaneous #surge of #bicycles in #Kolkata during #Unlock1 to avoid #COVIDー19
@timesofindia @Calcutta_Times
#ResetIndiaWithCycling
#june3worldbicycleday
@BYCS_org https://twitter.com/DipawaliM/status/1267655641855737856 …",fear
"#Unlock1: A viral social media footage shows the situation inside a govt bus in #Kolkata during peak office hour, while #WestBengal govt has already stated that no passenger shall be allowed to travel standing in the bus. pic.twitter.com/6mTIeTV1v8",sadness
"Railways’ unhealthy Corona Expresses behind #WestBengal’s #Covid_19 spike: CM @MamataOfficial 

What about the Buses carrying more than 20 people in kolkata. Is this not Corona MahaExpress? 😠
#Unlock1, Day 2 #Kolkata 😠😡  pic.twitter.com/BZbxA4TuVl",anger
"Yeah, I wouldn't be surprised if India crosses US for number of #COVID19 cases. 
Scenes in Kolkata after #Unlock1 had started from yesterday. 
@narendramodi @PMOIndia @DrHVoffice @timesofindia @ANI pic.twitter.com/hwtWXWeHdw",sadness
"If you are missing the TOI's print edition, click here to read the TOI epaper and your city edition 

 https://epaper.timesgroup.com/Olive/ODN/TimesOfIndia/# …
#Unlock1 #Kolkata #WestBengal pic.twitter.com/GBn1ytVDbm",sadness
"And traffic jams are back in #Kolkata

Arrghhh! 

#Unlock1  pic.twitter.com/vAoGBlMLtv",anger
"Kolkata showing the way for going out in #Unlock1 by cycle .
No need of #AarogyaSetu 
Physical Distancing maintained writes @DipawaliM .
cc : @sagarikaghose @sanjukta @fayedsouza @kavita_krishnan https://twitter.com/DipawaliM/status/1267653891010617346 …",sadness
Kolkata at the onset of #Unlock1. No words.....  pic.twitter.com/LEaGe1RJoG,sadness
"#Kolkata #ferry services partially resume at #Babughat
#Unlock1
#unlock_1 #June1st #kolkatanews pic.twitter.com/S5aTYKNVvT",anger
"Fully Unlock #Kolkata
@aajtak
@WBPolice
@MamataOfficial
#Unlock1  https://twitter.com/aajtak/status/1267516002033496064 … pic.twitter.com/p1G8SvR1te",joy
@awasthis Really worried about the situation of kolkata after unlock1. This is the image of kolkata's big market area called bagree market.  It is in canning street.  pic.twitter.com/ex4Z0g7VkD,fear
"#Unlock1 first day in #Kolkata #WestBengal
#CanningStreet #BagreeMarket pic.twitter.com/SImG0bjKAi",joy
"On the first day of #Unlock1, people are returning to work in Kolkata but due to fewer buses and high cab prices, commuters are traveling through bicycles from nearby districts to Kolkata. @manogyaloiwal brings us more in this report.
#ReporterDiary
 http://bit.ly/IndiaTodaySocial … pic.twitter.com/TwEil8EXwK",joy
"#Unlock1 #unlockone #COVID19India #Kolkata too much chaos, confusion, crowd and crisis on the first day of unlock 1.0.. lack of transports, confused crowds and high transport cost makes a mess of everything..",sadness
"🚲 Please #support the #cause for a #GreenRecovery during#AfterLockDown  & #Unlock1
#LiftCycleBan & #RemoveNoCyclingBoards from #Kolkata
#June3WorldBicycleDay
#ResetIndiaWithCycling
@PTI_News https://twitter.com/BYCS_Kolkata/status/1266384708046331904 …",sadness
#kolkata #Unlock1 scenes in Canning street at 10pm today @rahulkanwal @anjanaomkashyap @Suhelseth @sambitswaraj . Social distancing at a toss pic.twitter.com/29X09T2pJE,fear
"Bagree Market, #Kolkata.

1st June, 2020.
#Unlock1
#coronavirusinindia pic.twitter.com/m2DYxlZRkR",fear
"This is #Unlock1 in #Kolkata . Social distancing,  2 gaaj doori everything successfully failing . How can we even talk about south Korean model . Pic via WhatsApp  pic.twitter.com/jyTFy102VD",sadness
"Lockdown blues: Online practical session - Keep the spirit and keep it high! Only with Applied Professional Training Institute Kolkata.
.
.
.
.
#unlock1 #lockdown #lockdownblues #onlinetraining #airhostessjobs…  https://www.instagram.com/p/CA5FLaPngVt/?igshid=1ldx813mfk89q …",joy
"#Unlock1 Kolkata business as usual. Traffic Jams! Social Distancing gone for a toss! Even seeing puchka walas on street! People flocking on buses & autos. All hawkers are on.... Seems the virus is all gone. God Save All!!
#Lockdown5
#cronavirus
#IndiaFightsCorona
#GodSaveIndia",sadness
"#WestBengal | People offer prayers at #Church Of Our Lady Of Dolours in #Kolkata after state government allowed all religious places to open from today. 

#Unlock1 #COVID19 #coronavirus #Unlock pic.twitter.com/HZM0fMgamw",sadness
"#Unlock1 | Large temples in Kolkata to not open today, churches to open at 10 am, mosques at 11:30 am.",joy
"#Unlock1 | Large temples in Kolkata to not open today, churches to open at 10 am, mosques at 11:30 am.",joy
"Corona infected Top 20 cities
MUM 39686
DEL 19844
CHEN 14799
AMD 12180
Thane 9585
Pune 7919
Indore 3486
Kolkata 2125
Jaipur 1991
Surat 1620
Jodhpur 1530
Aurangabad 1501
Bhopal 1467
HYD 1461
Chengalpattu 1172
Nashik 1135
Raigad 1108
Vadodara 1057
Howrah 1029
Palghar 1018

#Unlock1",joy
"Meanwhile in kolkata  

Where the hell cops were  gone 

#Unlock1
@ArjunsinghWB
@me_locket
@DilipGhoshBJP pic.twitter.com/SH4hPG8cSG",anger
"#Chhattisgarh | 7 persons were injured after the bus they were travelling in overturned in Rajnandgaon, last night. The bus that was carrying around 37 passengers including migrant workers was enroute to Kolkata from Mumbai.

#Accident #Lockdown #MigrantWorkers #Unlock1  pic.twitter.com/epgKvwe7y5",sadness
"UNLOCK 1.0  is in Action.
.
#Unlock1 #unlockone #kolkata  pic.twitter.com/LLBCll3DF7",anger
"1.This is how current conditions in kolkata #unlockone 
could hear the musics loud and clear #Lockdown5
#Unlock1 #Lockdown5 pic.twitter.com/lZx5VRYa8a",joy
"#Lockdown5: #Shops Selling Non-Essential Items to Reopen in 46 Markets of #Kolkata Municipal Corporation from #June 1
#Unlock1 #unlockone https://www.latestly.com/agency-news/india-news-shops-selling-non-essential-items-to-reopen-in-46-kmc-markets-from-june-1-1789849.html …",joy
"Mumbai #coronavirus updates.
17.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 716  Suspected Positive
🤒 1359 Total positive patients
☠️ 77 deaths, 
🏃 298 discharged today
☠️ 3242  deaths in the city since 25.01.2020 

Tests till 16 June 2,69,608  pic.twitter.com/fiR9dajD7Q",sadness
Seeing the current #COVID19India situation and talking abt #unlock2  in #Mumbai is surprising! New cases have not stopped! No other city wld have dreamed to even #Unlock1 in current situation.Mumbai shd have been last in Country to open up! @OfficeofUT @PMOIndia @narendramodi_in,joy
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (17th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/uRrmiUoiPv",sadness
"""I think probably us young people in the office have already contact the virus but are asymptomatic,"" said a friend who has been working out of her research lab since March. #unlock1 #Mumbai",sadness
Ayee Machiiiiyeee.......heard that call first time today. Felt like life is limping back.. but these daily calls are now like strange when silence has become a norm #LOCKDOWNDIARIES #Unlock1 #Mumbai #seafood,sadness
"I feel people from other states are getting back to Mumbai after #Unlock1 . Pls ensure to follow protocol so that it doesn't spread again. 
@rajeshtope11",sadness
@OfficeofUT  why does the BMC not seal the society when there is a positive case found? Why is this levy given when the number of cases are very high now in mumbai!!? #Covid_19 #COVID19 #COVID19Mumbai #UdhavThackeray #Unlock1 #LockdownFailed #Maharashtra #WakeUp @mybmc,joy
"@OfficeofUT how many #Covid_19 tests are done on a daily basis in Mumbai, Thane, Kalyan, Dombivli, Ambarnath, Badlapur, Vasai, Virar, Navi Mumbai? 

Why is there unlock when there are less number beds/hospital facilities?#COVID19Mumbai #UdhavThackeray #Unlock1 #LockdownFailed",sadness
"Mumbai #coronavirus updates.
16.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 772  Suspected Positive
🤒 941 Total positive patients
☠️ 55 deaths, 
🏃 915 discharged today
☠️ 3165*  deaths in the city since 25.01.2020 
* Includes 862 deaths added.
Tests till 15 June 2,64,580  pic.twitter.com/aii1FqUs1d",sadness
"The city of dreams slowly is coming back to life after a hiatus like never before! Slowly but surely, we shall experience Mumbai in all its former, characteristic glory! Here's saluting the patience of the people, the true lifeline of Mumbai! #Mumbai #Unlock1  pic.twitter.com/8dh7EXey4l",sadness
"With newspaper distribution in Mumbai slowly coming back to normal, how soon would you restart your physical copy subscription? #Newspaper #mumbai #covid19 #lockdown #Unlock1 #mumbainews #media",joy
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (16th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #unlockindia pic.twitter.com/wrMQl64518",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (16th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/DpVyaM67QP",sadness
"Appreciating our @AnybodyCanHelp  Volunteers for tireless efforts during last two months in ensuring food to the needy during Covid-19 lockdown. Distribution on rainy day of 16th June at Kamathipura, Mumbai
#foodaid #CoronaWarriors #Unlock1 #IndiaFightsCorona #IndiaFightsCOVID19 pic.twitter.com/BipxziOtRC",sadness
It’s amazing how everyone gets away with trash like this ! Cheers Mumbai 🤣 #mybmc @mybmcSWM @RoadsOfMumbai #lockdown #Unlock1 #unlockingindia #mumbai #COVID19India pic.twitter.com/gkd5ES2l9y – at Anglo Eastern Ship Management,joy
"100 flying dragons have been let out of the prison..as the blood hounds were confused that who are the essential service people....

Lets see what these dragons have for us which the Mumbai airport will handle from today!
#Unlock1",sadness
"Nearly 52% of Kolkata residents favour total lockdown for another month, says survey. Delhi, Chennai & Mumbai residents have also asked for a complete shutdown
#Kolkata
#lockdownextension
#Unlock1
#IndiaFightsCoronavirus https://bulletinhours.com/nearly-52-of-kolkata-residents-favour-total-lockdown-for-another-month-says-survey …",disgust
Unlock1.0: অবশেষে এই রাজ্যে শুরু সাধারণ বিমান পরিষেবা Mumbai Could Soon See An Increase In Flight Operations | coronavirus-latest-news  https://newsparho.in/2020/06/15/unlock1-0-%e0%a6%85%e0%a6%ac%e0%a6%b6%e0%a7%87%e0%a6%b7%e0%a7%87-%e0%a6%8f%e0%a6%87-%e0%a6%b0%e0%a6%be%e0%a6%9c%e0%a7%8d%e0%a6%af%e0%a7%87-%e0%a6%b6%e0%a7%81%e0%a6%b0%e0%a7%81-%e0%a6%b8%e0%a6%be/ …,fear
"Mukesh Ambani Will Now Have An Agreement With Netflix.

 https://indiabusinessstory.com/mukesh-ambani-will-now-have-an-agreement-with-netflix/ …
#MukeshAmbani #India #Company #Coronavirus #Lockdown #Unlock1 #AgreementWithNetflix #DigitalContentBusiness #PmModi #Economy #Tax #Congress #BJP #AmitShah #Mumbai #OTTService #JIO #NetflixSubscriber pic.twitter.com/5rNre4fjIK",sadness
"Mumbai #coronavirus updates.
15.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 709  Suspected Positive
🤒 1066 Total positive patients
☠️ 58 deaths, 
🏃 3139 discharged today
☠️ 2248  deaths in the city since 25.01.2020 
Tests till 14 June 2,61,210  pic.twitter.com/JA7g8eYswv",sadness
🤦🤦 #Mumbai #Covid_19 #Maharashtra #Unlock1 #WE @RoadsOfMumbai https://twitter.com/JayKhuthia/status/1272531230513262592 …,joy
"Mumbai trying to get back on its feet... And so is the Traffic!!
@RoadsOfMumbai @mumbaitraffic #Unlock1  pic.twitter.com/Wur338NQFI",anger
"#JUSTIN Starting June 16, @CSMIA_Official will cater to a total of 100 domestic commercial #passenger flight movements which includes 50 departures and 50 arrivals @THMumbai #domesticflights #Unlock1 #Mumbai",disgust
"Starting June 16, @CSMIA_Official will cater to a total of 100 domestic commercial #passenger flight movements which includes 50 departures and 50 arrivals @THMumbai #domesticflights #Unlock1 #Mumbai",disgust
"Traffic on Eastern express near sion. #Unlock1 is going to be miserable for mumbai. @mybmc @MumbaiPolice
@CMOMaharashtra
#coronavirus pic.twitter.com/10ii29CDBa",sadness
"Mumbai Local trains services are resumed from Monday (today) 15th June 2020. The mumbai local trains were stopped in the month of march and after a long pandemic services are resumed with many does and don't.. 
#StayHomeStaySafe #Unlock1  pic.twitter.com/MnMiZQMsO4",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (15th June 2020)

#parbhanifightscorona
#CoronavirusIndia #MaharashtraFightsCorona #MedicalMaharashtra #coronaupdatesindia #UnlockingIndia #Unlock1 #StayHomeStaySafeSaveLives #COVID19India #unlockindia pic.twitter.com/9EXnAcXdme",joy
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (15th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #unlockindia pic.twitter.com/3iHJWFi1sT",sadness
"#Maharashtra : Local trains restart in #Mumbai; here’s all you need to know 

#coronavirus #Unlock1
 https://bit.ly/2C8nKyO ",sadness
"-- Mumbai local starts today: E-pass to train timings, know new rules of travelling  https://www.livemint.com/news/india/mumbai-local-starts-today-e-pass-to-train-timings-know-the-new-rules-of-travelling-11592203810618.html …
#LiveMint #epass #Localtrain #Mumbai #iVyasa @ivyasaa #COVID19 #COVID19India #Unlock1",joy
"Mumbai की Life line कही जाने वाली Local Train पटरी पर लौटी

#mumbai #mumbailocal #localtrains #maharashtra #covid19 #lockdown #unlock1 #mumbailocalstarts https://youtu.be/FWQOxeqMk64 ",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (15th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/o19aDHmxse",sadness
"Mumbai local trains start from today for people in essential services - mumbai news - Hindustan Times -  https://www.hindustantimes.com/india-news/mumbai-local-trains-start-from-today-for-people-in-essential-services/story-fW5hPIOEjoSdbUcTbYCl8O.html …
#mumbai #doctors #policeworkers #india #COVID19 #lockdown #essential #Maharashtra #Unlock1 #IndiaFightsCOVID19 #CoronaUpdatesInIndia #IndiaFightsCorona pic.twitter.com/vK3edM9IeT",joy
"সারা দেশের পাশাপাশি ট্রেন চালু হওয়ার অপেক্ষায় রয়েছে বাংলাও...
#Mumbailocals #Mumbai #Unlock1 #COVID19India #coronavirus #RealNews #WestBengal @MamataOfficial #EiSamay https://eisamay.indiatimes.com/nation/mumbai-local-trains-resume-services-after-nearly-two-months-strict-guidelines-for-passengers-here/articleshow/76381555.cms …",joy
"Do you think there should be a #lockdown again to mitigate the #COVID19India situation? 

#depression #2020worstyear #MondayMotivation #Covid_19india #India #PMModi #Poll #polls #pandemic #CoronavirusIndia #economy #Unlock1 #SocialDistancing #PMCaresFund #Maharashtra #Mumbai #PMC",sadness
Many Bank employees are not allowed to use Mumbai local Essential service. Please Clarify @PiyushGoyal @OfficeofUT #Unlock1 #BeginAgain,sadness
#oneplus6t #photographers_of_india #shutterhubindia #shuttersofindia #phonephotography #india_gram #IncredibleIndia #PicOfTheDay #bloom #hopeforthebest #indianshutterbugs #mumbai #mumbaidiaries #happiness #Unlock1  pic.twitter.com/e0sl6slAjW,joy
"Mumbai: BEST buses to operate on feeder routes @somitsenTOI
#Unlock1
#Mumbai
 https://timesofindia.indiatimes.com/city/mumbai/mumbai-best-buses-to-operate-on-feeder-routes/articleshow/76378349.cms …",joy
"Mumbai: Railways resume suburban train services for essential staff 
#Unlock1
 https://timesofindia.indiatimes.com/city/mumbai/mumbai-railways-resume-suburban-trains-services-for-essential-staff/articleshow/76378853.cms …",disgust
"Watch | Some local trains in Mumbai begin operations for essential staff from today. 

Read more here:  https://www.ndtv.com/mumbai-news/coronavirus-mumbai-local-trains-to-run-for-those-in-essential-services-from-today-2246267 …
#Unlock1  pic.twitter.com/v7q60lA0By",joy
#Covid_19 #coronavirus #Mumbai #June9 #MaharashtraFightsCorona #IndiaFightsCOVID19 #NewDelhi #Breaking_News #Lockdown5 #Unlock1 #Lockdownextention pic.twitter.com/LGahL5fzU4,sadness
"Mumbai #coronavirus updates.
14.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 758  Suspected Positive
🤒 1395 Total positive patients
☠️ 79 deaths, 
🏃 1039 discharged today
☠️ 2190  deaths in the city since 25.01.2020 
Recovery rate 46%
Tests till 13 June 2,57,274
Tests on 13th 4540  pic.twitter.com/XfhC0hAHk7",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (14th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #unlockindia pic.twitter.com/kba8nE9koO",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (14th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/7dEF7wEKjY",sadness
"Clear Do's & Don'ts are needed for #IndiaFightsCorona 🤔👇
#IndiaFightsCOVID19 #Delhi #mumbai #Pune #Bengaluru
#Chennai #Modi #chembur #COVID19India #Thane #UP #CoronavirusIndia #Indian #Maharashtra #Unlock1
#LockdownFailed #Gujarat
#Lockdown5 #ICMR #IndiaFightsCoronavirus 😷 pic.twitter.com/vJuuvTJCmk",sadness
"Contemplating another lockdown in this week.. 
it will be a total shut, especially for Delhi & Mumbai.. 
Chances of HM taking charge of Delhi..
#Lockdown5 #Delhi #Mumbai #lockdownextension #Unlock1 #COVIDIDIOTS",sadness
"Deserted CSMT in #Mumbai
#MumbaiUnlock1  pic.twitter.com/hSL9ZAwRdG",joy
"Indian people just remember ..During this pandemic period , No religion institution/temples have came forward to help (even though that could have been financial) .Mind you, they have thousand of crores & ample of golds. #Unlock1 #Maharashtra #coronavirus #Mumbai #SundayThoughts",sadness
"👉Once Upon A Time In Mumbai
#ContestAlert
#film #movie #movies #bollywoodmovies #bollywood #meme #contestalert #giveaway #Unlock1 #vyaparappcontest #2020goals
@VyaparApp
☔ 🌺 🍀 L
@rjanardhan
@iwasbornhot
@Godisgreat001
@s4success2win
@prashantjm786",joy
"My attitude is that if you push me towards something that you think is a weakness, then I will turn that discern weakness into a strength...
#bepositive #lifestyle #rohitmehta #rohitmehtaactor #unlock1 @ Mumbai,…  https://www.instagram.com/p/CBYl-LspP4N/?igshid=1qmlehut62awj …",sadness
"Stop, just stop following idiotic news which shows number of cases increasing, total number of cases etc. Let's not discuss even if we know.
Wear your masks.. keep your distance & let's work hard to get busy & get going

#Covid19 #Mumbai #Unlock1 #Unleash #hustle",sadness
"Mumbai #coronavirus updates.
13.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 788  Suspected Positive
🤒 1383 Total positive patients
☠️ 69 deaths, 
🏃 795 discharged today
☠️ 2111  deaths in the city since 25.01.2020  pic.twitter.com/hf0OKnJkEz",sadness
#StayHomeStaySafe #Unlock1 #Mumbai  https://twitter.com/sanjayips89/status/1271725569399353344 …,joy
"WARD wise Coronavirus positive cases , discharged & active cases details. @mybmcWardRN  highest growth rate of 7% 
868 against 811 cases . #Mumbai #MumbaiFightsCovid19 #Unlock1  pic.twitter.com/xr4xKDpfGc",joy
"Gulabo Sitabo Movie Review By IBS (India Business Story)

 https://indiabusinessstory.com/gulabo-sitabo-movie-review-by-ibs-india-business-story/ …
#GulaboSitabo #MovieReview #MediaReport #Bollywood #Actor #Mumbai #Coronavirus #lockdown #Unlock1 #India #PmModi #OTTPlatform #AmazonPrimeVideo #AmitabhBachchan #AyushmannKhurrana #JuhiChaturvedi pic.twitter.com/AEZtMoPcH1",joy
"Fans want to see Ajay’s film Bhuj in theatres.

 https://indiabusinessstory.com/fans-want-to-see-ajays-film-bhuj-in-theatres/ …
#AjayFilmBhujInTheatres #India #Coronavirus #Lockdown #Unlock1 #Bollywood #Moview #Mumbai #Actor #SalmanKhan #Bhuj #AjayDevgn #OTTPlatform #AmazonPrimeVideo #Fans #Singham #Twitter #1971IndoPakistanWar #film pic.twitter.com/ZJPQMUiAkl",disgust
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (13th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #unlockindia pic.twitter.com/TBjbdZB6PO",sadness
"For more information call: 897043 7043
Or simply log on to:  http://www.lottery.veenasamrajya.com 
#VeenaDevelopers #VeenaSamrajya #RealEstate #Property #DreamHome #AffordableHomes #Palghar #StaySafe #Properties #Mumbai #BookNow #Unlock1 #Homes #Infrastructure #Amenities #KhudKaGhar",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (13th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/M9ShGKRo4k",sadness
"When does parliament open again? Asking because we’re opening everything else up, I’m hoping parliament will also open up for business ! #Unlock1 #coronavirus #CommunitySpread #SaturdayThoughts #mumbai #Delhi",sadness
"लॅपटॉप, मोबाइल, टॅब आणि गृहोपयोगी उपकरणांसाठी रांगा...
#Lockdown5 #Unlock1 #Mumbai
 https://www.loksatta.com/mumbai-news/consciousness-in-the-market-for-electronic-goods-abn-97-2186081/ …",joy
"मुंबईत लॉकडाउन आणि पोलिस कारवाईही शिथिल
 https://maharashtratimes.com/maharashtra/mumbai-news/lockdown-and-police-action-are-also-relaxed/articleshow/76345946.cms … #Unlock1 #Mumbai",joy
"The same Sky has different Shades everyday,
So does life...
Shades of #Sky
#unlock #unlock1 #Mumbai #MumbaiLockdown #MumbaiUnlock #maibhisadakchap #mobilephotography #instamumbai #Shades #ShadesofSky #Sun #Sunset…  https://www.instagram.com/p/CBV8og0HIKa/?igshid=uxeuqfbk70vn …",joy
"Mumbai #coronavirus updates.
12.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 805   Suspected Positive
🤒 1372 Total positive patients
☠️ 90 deaths, 
🏃 943  discharged today
☠️ 2042  deaths in the city since 25.01.2020  pic.twitter.com/msbo5vgwRx",sadness
"Unlock 1.0 🥰🥰🔥
#marinedrive #mumbai #india #instagram #maharashtra #photography #sea #ig #mumbaikar #bombay #bandra #unlock1 #mumbaimerijaan #churchgate #marinedrivemumbai #love #mumbailove #ilovemumbai…  https://www.instagram.com/p/CBVyg-RA2EX/?igshid=toj1sz7ktzf8 …",joy
"Hi there 👋 How's the #unlock1 going for you? For me, things are the same like in lockdown, except getting some deliveries now but downstairs. No one is allowed inside the building yet. I think Mumbai will take 2-3 additional months to unlock, once wh…  https://instagr.am/p/CBVqrw2D0-W/  pic.twitter.com/zXQciyFCF9",anger
"Claim: Media reported that Maharashtra will have another lockdown.

Truth: CM Uddhav Thackrey  clarified no intention of another lockdown and asked People to stay safe and take care.
#FactoFactCheck #Mumbai #Unlock1  pic.twitter.com/L3DfVfissL",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (12th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/w1baP5jl6a",sadness
"So we really needed this, at this time of crisis?

Retweet

#mumbailockdown #Mumbai #MumbaiPolice #lockdownextension #Unlock1 #unlock2 #Mahabharata pic.twitter.com/ZJOKv4phaH",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (12th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/mGhafUuu9T",sadness
"#lockdown is lifted not because it's safe but our economy needs it! 
#StayHomeStaySafe take it seriously #unlock1 #mumbai",fear
"Why is Hill Population Less Effected From COVID 19? By Binny Yadav

Click Here To See Full Article:  https://www.asiannewsmakers.com/why-is-hill-population-less-effected-from-covid-19-by-binny-yadav/ …
#HillPopulationLessEffectedFromCOVID19 #India #Population #Delhi #BinnyYadav #MostTrendingNews #Mumbai #Coronavirus #Lockdown #Unlock1 #PmModi #USA #China pic.twitter.com/SZWxrzssdJ",sadness
"Mumbai shop are open amid staff shortage, owners say hardly any customers  https://www.ndtv.com/mumbai-news/mumbai-shop-are-open-amid-staff-shortage-owners-say-hardly-any-customers-2245197 …
#Unlock1  pic.twitter.com/FI3zJ58WFo",anger
We can't blame every time on government..! we should also take some responsibility their own..! Here in #Malad back road side already couple’s seance started..! #Bandra #andheri #Unlock1 #public #Mumbai #coronavirus,anger
"the way i love myself, do u also love me ?????

#love #care #hope #together #beauty #Unlock1 #sobo #Mumbai #India #anahitakapoor pic.twitter.com/a7Z4hAzk1x",joy
"Finally, trains must start in Mumbai. #Unlock1  https://twitter.com/THMumbai/status/1271379817905045504 …",joy
"As India reopens under #Unlock1, Coronavirus infection continue to soar in big cities including #Delhi, #Mumbai. Businesses like salons adapt to ‘new normal’. #COVID19India #coronavirus @james_oaten @abcnews Do Watch 👉🏽  https://youtu.be/6oEVVgl9Kg4  pic.twitter.com/g44GTcBLjY",joy
"Mumbai police to patrol Marine Drive on #segways in order to boost social distancing among people and reduce the spread of #Coronavirus
#Mumbaionlockdown #Unlock1

Watch:  https://bit.ly/37lReVk  pic.twitter.com/1WJzUqdwPi",joy
"#Unlock1 Has Drowned Mumbai. 

CM @OfficeofUT Is A Big Time Failure.",sadness
"What is #HomeQuarantine 👇
#Mumbai #Delhi #Lucknow
#Chennai #Bengaluru #Indore
#India #Rajasthan #haryana
#Indians #lockdownindia 🔒
#Unlock1 #Modi #Mumbaikar
#Pune #TamilNadu #Jaipur
#Kolkata #UP #Ahmedabad
#Gujarat #Maharashtra #thane #Indian #chembur #navimumbai #Gurgaon pic.twitter.com/hTFHSL5FlN",sadness
"The response of the citizens of Delhi and Mumbai after #Unlock1 is enough to understand why the situation is worsening so fast in these two metro cities.🤔 The most idiotic, senseless people are found in these cities and the blame goes to poor labourers for this. 😏#RelockDelhi",sadness
"Mumbai Police at their best.

#socialdistancing #Unlock1 #queensnecklace #marinedrive https://twitter.com/MumbaiMirror/status/1271079652014952449 …",fear
