,index,labels,tweet
16016,25684,neutral,happy mothers day
16017,25687,love,henrie i would still rather be in your shoes instead in bed bc i work from  tommorow i love cold weather
16018,25689,happiness, really enjoying drown in my own tears
16019,25690,love,btw happy mothers day this week its all about my momma mothersday dinnnerbirthday dinnersurprise bday party
16020,25691,worry,about to leave the fights im tired and my voice hurts
16021,25693,neutral,is installing the iphone and ipod touch sdk  
16022,25698,neutral, ask how long adrians took lmao  intime
16023,25699,love, by the way just saw u on ellen yesterday here its late comparing to usa u were awesome
16024,25701,love,happy mothers day to the best mommy in the world
16025,25703,neutral, any gear you dont use anymore and want to throw away
16026,25704,sadness, i didnt want to tell you but i think its your body odour
16027,25705,worry,i have a tummy ache buy me this  httptinyurlcompavh and ill feel better
16028,25706,love,loving my boys
16029,25708,love,going to the alley tonitehappy birthday prima
16030,25709,happiness,  congratulations for your mom for tomorrow  buenas noches
16031,25711,neutral,hey  i dont know how to use this 
16032,25712,neutral, doing research in the library the building next to that one will help explain and not just reading
16033,25714,love, i know booskie he is everywhere i am  u too thank u for the reassurance i love u
16034,25715,happiness,happy mamas day to all the mamas
16035,25716,happiness, oooh neat  yes sf has such good food  again so jealous of all you sf people
16036,25719,love,wo coffiees to go pleaz
16037,25721,love, ditto  love the friggin song
16038,25723,neutral,with gracie and dustin sleepover
16039,25724,love,happy mothers day mama youre always in my heart
16040,25725,neutral,shows how twitaddicted you can get
16041,25726,happiness, i listen to it alot at work   good show
16042,25729,love, you are adorable
16043,25730,sadness,tired and didnt really have an exciting saturday  oh well hope its better tomorrow
16044,25731,happiness,happy mothers day to all the mommiies owt theaa  ii think ii got thaa hang of thiis thiing yay
16045,25732,happiness,live long and prosper   lol star trek was the best
16046,25733,love,never give up on something you cant go a day without thinking about i like that quote
16047,25736,happiness,httptwitpiccomwhaf tonights art show was a success
16048,25737,sadness, girl u sit ya double decker neck  down and talk about ppl who are on ur level and not above
16049,25738,happiness,happy happy joy joy    is that good enough for you
16050,25739,neutral,exhausting day and more to come tomorrow city for mothers day  cant wait minus the driving
16051,25741,love,tired goodnight twitter  its mothers day  happy mothers day  lov my moomy  yayy god bless
16052,25742,love, you may be pc but i love you anyway  maybe someday you too will become mac
16053,25743,happiness,is wishing good night everybody
16054,25745,neutral,good morning
16055,25746,neutral, we were so busy i didnt even get to talk with you  please tell me you got your lipstick
16056,25747,love,and  happy mothers day to all moms   you sure are the  heart of mankind
16057,25748,neutral, loool  thats just the way things are
16058,25749,love,migraine and leg pain and woe  should go to bed but it is  flights of stairs away happy mothers day
16059,25750,neutral,few grilled mushrooms and olives feta cheese and coffee for breakfast should i try to sleep now
16060,25751,love,trying to get drunk at alexandres i love this place awesome cheap drinks and awesome people
16061,25752,happiness, it was fun meeting you too tina  well definitely do it again soon
16062,25753,love,wayyyyyy full love you mum
16063,25754,happiness,feeling nice got a big  smile on my face for no reason   take my  to sleep right lol
16064,25755,love,it seems my grandmother has found a way to break a pipe in her house going to go there now and fix it she is such a blur woman
16065,25757,sadness,marie stick with me kiddyoull be alright theres a whole sketchy world out there waiting to be taken advantage of
16066,25760,love,xo i love you too  how are you x
16067,25761,love,happy mothers day
16068,25762,love,im very much excited to go back to school
16069,25764,happiness,happy motherss dayyyy  so my sister decided to make lunchhmph but i decorated the house   andd then i danced and sang hahaa
16070,25766,love,happy mothers day no gift to your mother can ever equal her gift to you  life
16071,25769,neutral,learning how to use twitter
16072,25770,love, aw  im glad you do where would we be with out one
16073,25771,happiness,just finished watching the last of star wars
16074,25772,neutral, boring who you been talking to lol not me   no 
16075,25773,worry, good luck with the pump
16076,25774,love,ahh im in love  hes theeee best
16077,25779,worry, man it will be a sweep no worries
16078,25781,worry,soooo high
16079,25782,happiness, awww thats sweet ttt  im sure she will love it your a good son
16080,25783,happiness,finally holiday
16081,25785,happiness,time for me to go to sleep its almost am night everyone happy mothers day to all the moms out there
16082,25786,worry, hope you get better i know you will have the best medical attention if not let me know i will be right over
16083,25788,love, looking forward to your gig in ireland  see ya there
16084,25790,love, im glad  you def needed a pick me up  drama free
16085,25791,neutral, it was on my cnn subscription on google reader i couldnt help but repost it
16086,25792,love, gnight twitterverse much twitter luv to you all   httpblipfmyvnd
16087,25794,love, hah ima knock on wood but my pc has never crashed yetnor my laptop  but then im careful with stuff so maybe thats y
16088,25796,neutral, icky  piss me off i am sooo glad you arent an icky 
16089,25797,love, thanks appreciate it
16090,25798,sadness, aw wasn sad give ginger a little pat on the head for me  mwah
16091,25800,sadness, ah  i just found it weird because its my screen name  name of war and all that jazz
16092,25801,love,cont when  told him that i love beans on toast so cute
16093,25802,love,home from chelseas  jam sessions    chelsea  abby  i luh you
16094,25803,happiness,oo high five to all of our fans its finally here ill write up a fancy news post shortly wanted to get the mod itself out asap
16095,25804,love,great dinner and great friends follow  she is my cupcake
16096,25805,love,happy mothers day mom
16097,25806,happiness, thx will do  you always make me chatty night
16098,25807,love, ill check it out  thanks  and good luck with your book    bella
16099,25808,neutral, i only happened to look on a random chance timing is everything
16100,25809,love,happy mothers day mothers
16101,25810,happiness, hi there nice to meet you
16102,25811,love, i just want you to know im still here for you whoverwhatever makes you happy thats all i want for my sister
16103,25812,worry,at bidor with  eating wantan mee n drinkin cham ping
16104,25816,love,dinner was fun sat next to this cute old couple  made me believe in love again
16105,25817,neutral,at the grove just watched star trek grabbing some food
16106,25818,neutral, ill do anything you like just lemme know when you figure out what you wanna do
16107,25819,neutral, thanks  night
16108,25820,love, yippee darling girls love you sooooo much  and so thrilled you found each other
16109,25821,sadness, you are kickable
16110,25822,neutral, my pleasure  hear kelli has new project   followfriday
16111,25824,love, ily babe sweet dreams
16112,25825,love, sweeny todd is an awesome movie the best
16113,25826,love,yess talking  a hott guy  happy  
16114,25827,happiness,fbabei best two seconds of the movie
16115,25828,love,  i just want to tell you that you guys are amazing thanks for twilight i cant wait until new moon comes out melissa
16116,25830,happiness,thank you guts for  followers it means a lot
16117,25833,neutral,just finished watching star trek in imax   couldve watched it all night   live long and prosper
16118,25834,worry, thats cool my mom is a teacher in burbank so were always like right there xp ahww i wanna go to the bahamas
16119,25835,happiness,taco bell with the trampyesssssir
16120,25836,worry, i know  it was great
16121,25837,neutral, their playing journey
16122,25839,neutral, i did
16123,25840,neutral,even if it is spf  besides you dont need  you are just putting more chemicals on you face spf  is a full block
16124,25841,neutral,i love being scandalous
16125,25842,happiness,im glad i can make sumone smile
16126,25843,love, that be it my nathan sense was tingling
16127,25844,happiness, haha lol  no one is effing cool as you you got the wutang and pe tshirts you are gorgeous  represent at the same time
16128,25848,happiness, havent laughed that much in awhile
16129,25849,happiness,about to drink a hot chocolate  yummy
16130,25850,worry, yes bgt if everything goes well ill catch their reunion concert
16131,25851,neutral,girls night in
16132,25852,neutral, youre a big man for embracing your tears
16133,25855,love,happy mothers day
16134,25856,happiness,just had some delicious sushi from niko niko on vermont and hollywood  mm
16135,25857,worry, better than nodding off when youre in one  lol
16136,25858,love,aww happy mothers day
16137,25859,love,tomorrow is mothers day so good food  presents for mom good to be back  go to the junction with the coolest people at ollies
16138,25863,love,fp awh shoot make a detour and come to pr  forget indiana haha
16139,25865,love, hahhahah that really made me laugh out loudd ahahahahahahahahah your fuunny
16140,25866,neutral, anything
16141,25867,worry, huh what the  smelly noooo i love alex vixon
16142,25869,happiness,overall tonights snl  epic win
16143,25870,happiness,happy mothers day to my mom and every mom everywhere  off for a stroll at the beaches laterhopefully
16144,25871,happiness,just had a great dinner with my wonderful girlfriend
16145,25872,love, lol nice  i loved that concert aha u gonna post these pics
16146,25874,love, thank you
16147,25875,worry,wal mart
16148,25876,happiness, how cool is that   thank you so much   luv it
16149,25877,sadness,aww okayy well tell you about it tomorrow then
16150,25878,love, i love mine too  happy motherï¿½s day to your mom  john taylor   much love to you too 
16151,25879,neutral,just watched marley  me cute movie going to watch twilight soon  love it
16152,25881,neutral, john ohh i like you like likelike you  best show ever  the maine
16153,25882,love,wow panic at the disco en abbey road
16154,25883,happiness,playing with my puppy
16155,25884,happiness,i love my boogah can anyone contain lebron james  talk about so sick
16156,25885,happiness,tribal cafe  watermelon slush  natalie singing  ashleys birthday  love all around
16157,25887,love,oash i do too plus more happy mothers day sweety
16158,25888,worry,trying to look up iowa state fair art entry information hope to get a piece in this year and maybe win something or get noticed
16159,25889,love,im sending a happy mamas day shout to the greatest twitmama ever to  u kick  all day  everyday lovely sons
16160,25891,neutral, mankini im not sure id recognize him without his signature twopiece try to get a picture
16161,25892,worry, haha kk tell me when u remember
16162,25893,love, happy mothers day kadi
16163,25894,love, loved it thanks for taking care of me
16164,25895,happiness,i want cookies for breakfast luckily im an adult and can do that
16165,25897,sadness,donax isnt puppy freaking adorable i didnt want to let her go fuzzypuppy
16166,25898,love,sitting here with nathan eddie  brenden chilling out at  am haha great day i love my life
16167,25900,neutral,preorder collection is launched everything below   visit us now httpbitlyhadfr
16168,25902,worry,sad that borders did not have guerrilla gardening book but otherwise a most lovely relaxing day
16169,25903,neutral,writing out to tape  hoursnz
16170,25904,love, well then happy mothers day  ahahahahahaha
16171,25906,worry,happy th  im going to sleep now lolz
16172,25907,love,  i love you mooorrreeee
16173,25909,sadness,apple fail if you set up a new british mac the dashboard weather widget is for london canada not the uk one  hard to tell too
16174,25910,neutral,bout  watch a movie nd drink wit martin nd leslie
16175,25911,happiness,lol omg  replied back to me out of all ppl thx
16176,25912,sadness, poor thing come watch tv at my house  lol
16177,25914,neutral,sittting in my seat watching the tyra show
16178,25915,happiness,anthonys pretty wicked too
16179,25918,love, ty  the retweet
16180,25919,neutral, because of the new kirk thats why because of the new kirk
16181,25920,love,yeah and im gonna take ur picture off my ipod baby
16182,25921,worry,gooooonight twitter i hope im better tomorrow
16183,25922,neutral,the person that im giving my iphone to is theready  lol ypu
16184,25923,happiness, i didddd i met them again
16185,25925,love,happy mothers day mama bear
16186,25926,neutral,on myyearbook myspace here and messenger
16187,25927,sadness, hushstop teasing
16188,25928,love, i recommended net i guess since they bought something from you they featured you hopefully it brings in more business
16189,25930,love,i think its cute my mom still waits up for me when i go out eventhoough ive spent  yrs out of the house  my mama
16190,25931,love,waiting for the black eyed peas to go up we got backstage passes thanks  thanks again hun
16191,25932,happiness,just watched star trek a that was so well done i think im down to see it again who wants to join me
16192,25934,love,kill bill pt  i love em both wish they wold make like three more
16193,25935,neutral,spending mothers day with mom
16194,25936,happiness, yus  he was really nice
16195,25937,neutral,  it should take you back to colorado where you belong
16196,25938,sadness,about to hit the sheets
16197,25939,sadness,listening to the new demo this song is going to be fantastic once its done
16198,25940,neutral,one more final
16199,25941,neutral, yes we just need ppl to vote get out the vote  ciao for now  till tomorrowis anybody listening yes i am  night
16200,25942,happiness,home tired phone then bed   good night tweeters happy mothers day
16201,25943,happiness,off to bed  i have a hot date with sudoku and maybe a chapter or two reading if i can stay awake that long have a great night tweeps
16202,25945,love,tonight was hilariouss  i loveeee everyone that was theree
16203,25947,happiness, thanks  your my first lol
16204,25948,happiness, it was a lovely attempt at poetry
16205,25951,sadness, full moon my lovely friends and family my bday wish came true in additiongray matters is one of the cutest movies ever
16206,25952,love,gandhi awww thanks brad hahaha that actually made me laugh out loud    lbd
16207,25953,worry, im glad youre little prissy is doing well its obvious how much you love her wthe treatment shes getting
16208,25954,happiness,watching greys anatomy and just about to take blueberry muffins out of the oven mmm yummy  finished geoggers study notes yay
16209,25955,happiness,loving phuket with melai and badette ill be coming home soon  imiss everyone
16210,25956,love,will be doing all the chores just for her mama
16211,25957,worry,final one over only one more and two pages of an essay left
16212,25959,neutral, thank you
16213,25960,love, goodnight lovely
16214,25962,love,wow so xmen was pretty much amazing i love wolverine
16215,25963,happiness,ok  i got my nails done to day an the are sweet
16216,25964,happiness,tv lol no girl im only  too young for college but yay congrats to us  where does downtown graduate at
16217,25965,love,gave my dog a bath  and then jumped in the mud  gotta love it
16218,25966,neutral,got a sunburn from coney island bike ride
16219,25967,happiness,loved ap tour in columbus oh last night im still exhausted goin to bed now so sweet dreams gnight
16220,25968,happiness, ur so cuteim a fan of dream a little dream this kiss and appearances like in dawsons creek  make more flicks
16221,25970,worry, had a great time at the block party  so did mackenzie
16222,25971,neutral,sweet dreams
16223,25972,neutral, yaa hi amy im showing my new friends our youtube
16224,25973,love,httptwitpiccomwip  playing with ethan i love you baby
16225,25976,happiness,rey mysterio is so awesome
16226,25977,love,happy mothers day to all the amazing women who put up with us crazy demanding children thank you  very very much
16227,25978,happiness, awesome it feels very fulfilling doesn  im gonna work on soooo many people over the summer totally excited
16228,25979,happiness,just woke up having coffee listening to music reading rsssunday feels great
16229,25982,love, yeah i want it too i love that falling slowly song it keeps playing in my head
16230,25983,sadness,this is how we do itttt
16231,25984,love,happy mothers day
16232,25985,love, but i dont want to hurt you
16233,25987,happiness,beachyummy steak and catching up on lost with my manlovely day
16234,25989,love, im following because of   yaaaaaay conor
16235,25991,neutral,httptwitpiccomwij  my oldest nephew playin on my guitar hero drums
16236,25992,neutral,kyle can make fart noises with his armpit
16237,25994,neutral,i think im going to go outside and have a very john cage moment   music majors rejoice
16238,25995,love,i love my memories its almost like rereading my favourite book all over again
16239,25996,happiness, thank you so much
16240,25997,happiness, im not going on the cruise wish i was but im just going on vacation thanks though
16241,25998,love, cant  wait mate it is goin to fantastic its made my week
16242,25999,neutral, great game    woohoo on to game the final game
16243,26000,love,be sure to tell your mom you love her and thank her for putting up with you
16244,26001,worry, thank you  you too i hope this turns out to be a top week for you
16245,26002,love, i selected  people today out of my list out of  or so i picked the  that made me laugh
16246,26003,happiness,making margaritas and about to watch milk good times
16247,26004,love,just downloaded music for over an hour  love when that happens
16248,26005,love, thanks amy  that video is so awesome  did you see tmh  hes amazing in that too bouncy bouncy bouncy
16249,26007,sadness,soo tired my head hurts i love andy sooooo much
16250,26009,love,was busy talking with mom and bhabhi they liked the cards bro and me made for them  now waiting for sis to get back from church
16251,26010,happiness,earedpages yay  i cant wait to come in the bookstore and gets some new books
16252,26011,love,happy mothers day
16253,26012,love,xmen movie was pretty good kinda predictable  points but good action sequences
16254,26013,happiness, hahhaha indeed  kinda like the spoon hahaha
16255,26014,happiness, that widewale courduroyll get ya everytime
16256,26015,happiness,is drinking yay
16257,26018,sadness, and jarita im going home now and im with two hot guys  drool
16258,26019,love,just have to say again how much i like the new twitteriffic
16259,26022,happiness,mel thanks that was nice of u and i appreciate u
16260,26023,neutral, nope up tomorrow  im tired need bed
16261,26024,neutral, couldnt hurt
16262,26025,love,i love all time low
16263,26026,neutral, httptwitpiccomwi  hmm thats the bu tour listbut thats so cool  and why does it say 
16264,26027,love,i truly praise god for my momthe greatest mother in the world  happy mothers day to all of the mothers reading this enjoy your day
16265,26029,love,happy mothers day
16266,26030,happiness, wooops meant i agree with boomstonetrying  reply  both lol happy mothers day to you as well  tty soon
16267,26032,worry, lol its funny but its not the back its all in the legs  and ive never hurt my back thank god  thanks  watchin
16268,26033,love,ugh what an amazing night time for bed i know im gonna sleep well and with no getting up early  good night
16269,26034,neutral,here are  free twitter tools will get you followers  httpshorttoq httpjijrcomhulz httpshorttor httpveorgxpg
16270,26035,happiness, yw it gets really hot there in the middle of the summer like  but right now its perfect and less then an hour away
16271,26036,love,  definitely following   ive been following the creator of this feature since 
16272,26037,happiness, good night erin  i wouldnt say that this is early or that you are old
16273,26038,worry,if tonight was anything like summer i cant wait
16274,26040,neutral,cleaned laundry nails painted productive saturday night
16275,26041,happiness,that was reallly good
16276,26042,happiness,spending qt with the hubby
16277,26043,happiness,haha so boredbut happy mothers day
16278,26044,love, i was just about to put in  and then my username wow
16279,26045,worry,only got  in tips last night n but he earned bulk money anywho
16280,26047,love,writing mothers day cards for my mom and gran  hurray
16281,26048,happiness,going to bed happy mothers day for every mom here
16282,26050,neutral,going to bed no plans for tomorrow just hanging around  good night people 
16283,26051,love,henrie you are amazingg replyy its a dream come true if you would reply to me
16284,26052,neutral, hahaha perfect my procrastination finally caught up with me so i am not part of the savage mob
16285,26053,happiness, oh yeah lots of rambly goodness lol you have mail  bed this is early for me  probably why im an insomniac huh
16286,26054,happiness, httptwitpiccomwhd  lauren is amazingwell from what i see on the hills lol  seem like a great friend to have
16287,26055,love, yay
16288,26056,neutral, follow me honey
16289,26057,neutral, lol you so insane  i think that i heard that song b
16290,26058,neutral, oh thats bringing back fond memories i want to but i cant leave the kittens i sent you another pic of balloon
16291,26059,happiness,we finally hit  friends thanks
16292,26061,happiness,hey chelsee its amiera   ufc
16293,26062,love,happy mothers day mom  i love you
16294,26063,love,praying the rosary with my family
16295,26064,happiness,watching look for a star with mom again  lub ah c hehe
16296,26065,neutral, lol man i got    hrs an iont how i woulda made it wit out my ramen noodles and tv time
16297,26068,love,how r u feeling and when r u guys coming back to canad come to vancouver
16298,26069,neutral,oops im watching my mom son sleeping and  ing
16299,26070,neutral,mum is driving me and the eric out to jt for the night
16300,26071,happiness,hanging with kevin tomorrow  out goes being productive
16301,26072,neutral,enjoying the cool breeze at the beach it helps me relax and unwind
16302,26073,happiness, wooohooo im fourth row back
16303,26074,love,im having a baby girl in the next  days i think im gonna keep this handy  httpbudurlcomfp funny stuff
16304,26076,happiness,awesome  i saw it thursday night it is so great  perfect casting
16305,26081,sadness,omg time to sleep today was an horror i really hope best weekends goodnight buddies
16306,26082,neutral,watching hairspray
16307,26083,worry, thats coz we love you
16308,26085,love,i love all my friends      and drew were fun tonight
16309,26086,happiness,celebrated  plays on lastfm with dez moines by tdwp httpbitlygwuhx
16310,26087,sadness,officially booked for seattle with  and  its going to be the best birthday weekend ever   you made me sad
16311,26088,neutral, thanks ill have to have you guys over once we have furniture
16312,26089,love,still love the sizzler thoughand chuck nice and doug benson and paul scheer and nick kroll  love me some geeks
16313,26090,happiness,if im up with brooklyn when im suppose to sleep inill call you   ladybug
16314,26091,sadness,i  rupert grint of the boy ive accepted tht i do fancy him  but im certain he doesnt feel the same so its not worth telling him
16315,26092,love, hugs  kathy though my moms in heaven i know shes smiling at my accomplishments  all the people who keep me positive
16316,26093,worry,nope san leandro marina    how are you  hope youre well
16317,26094,happiness,i received some excellent birthday presents  party was the usual success
16318,26095,love, happy mums day to ur mom  say youre from the philippines too
16319,26096,love,first happy mothers day  second what is it that makes us think the way we do why do we feel the way we feel i dont know but i wish i did
16320,26097,love, no but i met a new graphic design friend so that was dooope
16321,26098,neutral,is going to drink a mojito and lay down to watch movies with my hubby goodnight fellow tweeters
16322,26101,happiness, happy frickin birthday  try not to be too bitter about sharing your day with your lovely wife and all other mothers out there
16323,26103,neutral,watching crimson tide and eating apple sauce
16324,26105,worry, i heard about your reply im so jealous kevin is my favorite haha
16325,26107,love,i have the immense pleasure of being entertained by pride  prejudice for the rd time and i must say that i find it very much agreeable
16326,26108,neutral,off for some sleep gnight everybody hope you had a good day
16327,26109,neutral,nothing to do any wanna keep me company
16328,26110,love, httptwitpiccomwhd  so cute ii love this
16329,26112,love,happy mothers day all  hugs and love zoe
16330,26113,worry, thanks for the ok hope we can tweet more down the road
16331,26114,worry,omg wango tango was  awsome i love my baby for taking me
16332,26116,sadness, i miss you
16333,26117,happiness, it was nice to meet you tonight  thanks
16334,26118,happiness, yayyy for new videos by amazing people
16335,26119,love,  not early at all just say you are running on eastern time  hope you had fun at your auditions canada ftw
16336,26120,love, yes it is like superglued inside my head
16337,26121,neutral, wasnt that mother song so funny so wrong but so funny  i heart 
16338,26122,happiness,hangin out with some cool  people  httpshorttojp
16339,26123,neutral, yoko ono  ben lee    httplalacomzad its easy
16340,26124,happiness, why yes we did see  tonight delicious dinner by chef geoff chez alogmo  hope to see him again predeparture
16341,26126,happiness,she has an awsome voice bored nothin to do i should really consider  going back to school yeah right id rather cry of boredom  forever
16342,26127,love,ruff ruff says my sweet little mini chuweeny dog her name is ziggy and she is just too darn cute for her own good she says hey guys
16343,26128,happiness,silly you are right here with me
16344,26129,love,cathylofran im glad i can vent out to you about this thanks for being here for me bestfriend
16345,26130,love,i have been married  year to the most wonderful man
16346,26131,love, awesome tell me if its good i might watch it
16347,26134,happiness,mom emailed you  itll be on the porch anytime if you come tomorrow well have to miss you dont worry about knocking
16348,26135,love,yay mothers day  i love mi madre
16349,26137,happiness,watching season  episode  of house before bed what a great bedtime story
16350,26139,worry,mothers day happy mothers day mom
16351,26140,neutral,has her mind abuzz re advertising industry  standards  dont hate me because i like maths ok
16352,26141,happiness,nd aww thanks
16353,26142,love, ill keep yall in my prayers but welcome back to tx  hope you have a goodsafe flight
16354,26143,sadness, great to meet you thanks for the use of your umbrellai hope you ate and got some sleep
16355,26144,sadness,  you killed it on snlthat was good stuff i was crying wlaughter  broke you i love it
16356,26145,happiness,time for the great yakuza horror theatre wish me luck
16357,26146,worry, ahokay
16358,26147,happiness,is watching it takes two such a classic lol
16359,26150,worry,wine and saginaki with  friends  good times
16360,26151,happiness,and goodnight twitterland hope all of your weekends are going great
16361,26154,happiness,ate too much vegetarian pizza for dinner but it was so good
16362,26155,love, good to hear i got a bit of a tan today too which is unheard of for me i am so pasty white all the time  mostly i freckle
16363,26156,happiness,just got to la  miss hawaii already dang
16364,26158,neutral, yeah yeah gd night then
16365,26159,love,we picked up boston legal season  enjoying it now  no matter how offensive denny can be i love denny crane  he is a riot
16366,26160,neutral,free unlimited ringtones  httptinyurlcomfreeringring  usa only  awesome  iphone
16367,26161,happiness,henrie hahaha you make me laugh
16368,26162,neutral, me too
16369,26163,happiness,free unlimited ringtones  httptinyurlcomfreeringring  usa only  awesome  iphone
16370,26164,love,loved wanda sykes performance at the white house correspondents association dinner
16371,26165,happiness,whole foods barton springs yogurt spot  the oasis  perfect day in austin
16372,26166,worry,watched th episode of numbrs loved how they did a throwback to the first episode using the sprinkler theory
16373,26167,neutral, its pretty gnarly
16374,26168,happiness,im eating cookies that have been sitting around for a week now thanks andrea dear
16375,26169,happiness,why am i posting so late just got back from seeing star trek it was so awesome
16376,26170,love,morgan  which  there r that i love and want to share  i just wish id made them
16377,26172,love,free unlimited ringtones  httptinyurlcomfreeringring  usa only  awesome  iphone
16378,26174,happiness, i wantttt
16379,26175,happiness,living it up at empire hotelfree bottle service it rocks having connections
16380,26177,neutral,free unlimited ringtones  httptinyurlcomfreeringring  usa only  awesome  iphone
16381,26180,love,happy mothers day to all the mommies
16382,26181,happiness,home should be in the bed but im just super duper excited about tomorrow
16383,26182,neutral, the iphone
16384,26184,love, i agree with  spongebob is better
16385,26185,love,watching say anything  great s movies and the starting point of my love for john cusack
16386,26186,happiness,free unlimited ringtones  httptinyurlcomfreeringring  usa only  awesome  iphone
16387,26187,worry,i have new work coming out
16388,26188,love, awsee that right there is why we all  you jon  give your mamma a hug tomorrow much love  jamie
16389,26190,love,i have a license and a carat least for now
16390,26192,neutral,good morning twitterers
16391,26194,neutral,free unlimited ringtones  httptinyurlcomfreeringring  usa only  awesome  iphone
16392,26196,love,melbourne sounds good say hi if you run into me there im always always having coffee there
16393,26200,happiness, thanks
16394,26201,happiness, i really ought to pay more attention to my phone tweets sure the more moives the better
16395,26202,love, httpbitlymsize  there you go dear  i love her janelle
16396,26203,love,  its like that with the goo goo dolls for me then i heard iris and absolutely loved it
16397,26204,love,httptwitpiccomwjai  joes the photographer of the family rehearsing is always fun for the first couple of days it is at least
16398,26205,love, lol thanks penny im trying to believe you
16399,26206,love, one of my good friends in the states has it covered now but thank you again
16400,26207,happiness,woo nachos and ice cream  haha
16401,26208,happiness,hey guys im going to create an iphone app thats a twitter client called tweetilicious please  me your thoughts
16402,26209,neutral, hey babe hows quest
16403,26211,worry,niggas got they eyes on me and i aint talkin bout da bm when i say i got  on me
16404,26212,sadness,dont know what to do right nowpretty bored but i refuse to study any suggestions
16405,26213,happiness, haha yes
16406,26217,love,i also have a certain cd from camp that a certain somebody gave me  yeah theres this guy in the video thats really frickin hot
16407,26218,happiness,oh the memories   httpblipfmyxd
16408,26219,love,happy mothers day
16409,26220,worry, i like thatgonna have to retell
16410,26221,love,happy mothers day
16411,26224,sadness,still feel like craaaap and like everyone on earth needs to know this lol have fun birdies
16412,26225,worry, obama support still at   hes up   needs to hedge his fas position  heard he bought some stocktwits sweatbands
16413,26226,neutral,right now on my justintv channel gta fav meh  wwwjustintvdjandyw
16414,26227,love, all mothers happy mothers day at all nonmothers happy sunday the th of may
16415,26230,sadness,thank you all for your incredible support and encouragementit means so much you constantly bless me  i am thankful for you
16416,26234,happiness, video tape that for me  hahaha
16417,26236,love,wow tagers rock  awesome performance
16418,26237,love,dinner party was great  happy full clients that is what i like to end my day with
16419,26238,love, i am at my office now dude yeah get one come on lets go live geez all u need is time to practice ull get used to it
16420,26240,happiness,good nite everybody  baby boy
16421,26241,love,oh tonight is a good night
16422,26242,neutral, httpbitlyqqeb  heres the link  ill be talking to you on hereeeeee about it during the movie x
16423,26243,happiness, thanks
16424,26245,love,i basically want the world to kno that i have the best best friend    love her 
16425,26246,worry, thought you should mention that you dont need to enable growl in tweetie to make your plugin work and to avoid duped notifications
16426,26247,worry,cant keep eyes openshuts eyes
16427,26249,happiness,nappys da new n wordby da way ilove my nappy braids  igot hangtime homie lol
16428,26250,love,happy mothers day i love my mommy
16429,26251,sadness,happy mothers day  going to the zoo i have to wake up at  oh god noo
16430,26252,love,i love how small adelaide is just ran into callum of all people at the airport amazing to see him though
16431,26253,love,yyankees changed my default pic since youve been showing so much love
16432,26254,love, oh yesquite  and with that i really do have to retire  gnight doll  nice chattin with ya
16433,26255,love,i just received a mothers day card from my lovely daughter wishing my a happy mothers day  httptrimkwk
16434,26257,sadness,npete you do a terrible job of hiding it
16435,26259,sadness, awww  no problem  sorry for tha loss
16436,26260,love,company hey kathy happy mothers day
16437,26261,neutral, very cute kitty
16438,26262,worry,is coming to the end of his first shift   local
16439,26263,happiness,is excited for tonights party of ron  httpplurkcompsujth
16440,26264,happiness,aww my son gave me a purple g shock for mothers day
16441,26265,love,happy mothers day to all the mothers in the world
16442,26266,love,happy mothers day to all the wonderful mommies out there  i love you mom
16443,26267,happiness,dream of a better world because its coming someone could live off of those words dude
16444,26268,love,watching some scary movies with my friend
16445,26269,happiness,  cool  you are here too  hi sam  how are you
16446,26270,sadness, just a question are you guys liek famous or anything  haha and miley followed you luckkyy  im so jealous
16447,26271,love,aww i love my daddy he works  days a week almost all day and still tries to go to sf with all of us
16448,26272,neutral,well there goes that shirt haha
16449,26273,worry, ur welcomeanytime
16450,26274,love,happy mothers day to everyones mothers motherstobe grandmothers great grandmothersall the women i salute you all
16451,26276,love, and i thank you
16452,26277,love,happy mothrs day  vry in th world ily
16453,26278,neutral,supernatural httptwitpiccomwjel   can i keep him tied up for some funpleaseill make him feel better
16454,26281,love, im good thanks  hope youre enjoying the weekend
16455,26282,love,happymothersday to all the moms out there
16456,26283,love, yay now ill shall take your picture and get a tattoo on my arm
16457,26284,love, enjoy the ride
16458,26285,love,like wat do i do wat do i doha i got it ill go  mushygushy so peace out twitter dudes i got a gushy gram  make
16459,26286,neutral,watching  hours
16460,26287,happiness,good day yall happy moms day
16461,26288,neutral,is on facebook
16462,26290,love,a very special happy mothers day to all mommies
16463,26291,neutral, hugs okay just making sure
16464,26292,love,oficially mothers day hug  kissa ur mom today more than u do everyday  cooking  her is a good idea im making enchiladas suizas 
16465,26293,happiness, its time for tscc  
16466,26294,neutral,yeah my brain does rock  i am happy to share my knowledge with you carrie
16467,26295,happiness,just watched star trek i liked it  im making my mother a card and listening to some tunage copeland to be exact 
16468,26296,neutral,goodnight tweeps
16469,26297,neutral, too much no not unless one of the pillows ends up suffocating the one sleeping next to you
16470,26300,love,woo cavs  happy mothers day
16471,26302,love, i have to admit at being a colin firth groupie at this point
16472,26303,love,bout to go to bed happy mothers day ladies  especially all th s who takin care of thier kids alonen i love u momma
16473,26305,love, your studio  and bogie became one of your best friends after you guys started it
